Comb sort. Array size: 100000
10.9642
11.007
10.9917
10.9849
11.0041
10.9801
11.0448
11.0008
10.9417
11.0113
11.0829
11.0256
11.0455
11.0095
11.0024
11.0342
10.9789
10.9425
10.9667
10.9866
10.9747
10.9679
10.9585
10.9501
10.9418
10.9347
10.9457
10.9233
10.9751
10.9856
10.9608
10.9193
10.9724
10.9592
10.9474
11.2267
10.9932
10.92
10.9604
10.9299
10.9534
10.9525
11.0493
11.4151
11.6728
11.6748
11.6531
11.1575
11.018
11.0404
11.0467
11.0378
11.0444
11.0191
11.0466
11.0162
11.0784
11.0497
11.0495
11.0536
11.0375
11.0631
11.0609
11.6833
11.6313
11.6499
11.6431
11.5413
11.5427
11.5041
11.5585
11.5391
11.5281
10.9497
10.9464
10.9421
10.9646
10.9612
10.9778
10.9533
11.1028
11.0983
11.0645
11.0411
11.0466
11.0672
11.0584
11.0689
11.0409
11.036
11.0293
11.0318
11.0569
11.0544
11.0261
10.9405
10.9575
10.9234
11.0299
10.9341
Insertion sort. Array size: 100000
1340.749
1329.716
1330.1336
1327.2514
1330.0356
1332.1658
1326.8581
1330.0105
1330.1392
1328.5394
1330.2928
1327.7225
1328.6997
1330.2055
1330.6987
1329.0813
1331.3443
1329.7318
1331.2213
1330.5316
1330.8004
1331.1351
1332.3003
1329.6684
1331.9349
1336.0173
1330.9436
1333.5161
1329.6054
1327.0849
1333.4467
1333.5483
1330.1106
1330.6702
1328.7921
1330.4858
1331.4804
1329.1232
1328.5003
1333.5327
1335.2179
1329.0865
1329.5995
1334.4241
1336.2733
1333.1256
1331.3362
1333.5263
1332.8126
1331.9842
1333.2566
1330.335
1326.455
1329.8864
1331.7656
1332.2682
1330.839
1328.2091
1335.3451
1334.2126
1335.3037
1333.9141
1333.3818
1329.2408
1328.8686
1329.8642
1331.3363
1328.3334
1329.2215
1328.5126
1330.977
1336.4278
1340.3596
1336.3626
1361.5034
1328.6873
1328.3131
1344.1247
1371.0831
1376.2807
1373.0155
1371.4
1331.0409
1329.9204
1334.5691
1331.7907
1332.9326
1329.7517
1334.4276
1333.3257
1328.5013
1328.9045
1330.7064
1330.7482
1331.3885
1331.5777
1333.438
1332.305
1332.1163
1331.0627
Selection sort. Array size: 100000
2632.7407
2652.9352
2634.8981
2664.7316
2639.3636
2646.5586
2633.1713
2650.2278
2650.35
2649.2341
2640.5731
2653.7907
2650.0213
2646.6931
2656.1518
2651.2556
2655.5461
2646.0073
2652.3503
2654.2123
2779.6245
2645.255
2669.4571
2651.0095
2677.0421
2663.2763
2640.8885
2674.6389
2743.2106
2658.7508
2715.7792
2698.4807
2647.2511
2645.8392
2690.6455
2661.154
2644.6408
2721.0966
2681.0078
2685.2658
2670.2816
2679.0677
2679.1754
2661.6528
2682.2383
2713.3747
2673.5946
2688.2138
2666.505
2755.8874
2705.0471
2701.8988
2694.1842
2685.2039
2713.9194
2677.0188
2638.9545
2843.5877
2731.5245
2674.169
2691.0182
2721.4571
2725.9902
2702.2572
2755.9104
2696.8827
2683.2353
2706.9907
2697.8884
2667.4141
2647.3496
2659.2147
2668.1347
2637.68
2659.0344
2646.1731
2648.8252
2632.5186
2692.0856
2653.4351
2640.5106
2655.1485
2653.2086
2668.2952
2659.5218
2639.5483
2654.6999
2659.4475
2662.0178
2660.0204
2645.5521
2659.7918
2655.8151
2636.6003
2656.0536
2665.9721
2639.9371
2635.0648
2651.0339
2635.0501
